=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-9-11_22-4-40
====================================================================================
22:4:40 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
22:4:40 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
22:4:40 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
22:4:40 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
22:4:40 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
22:4:40 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
22:4:40 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
22:4:40 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
22:4:40 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
22:4:40 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
22:4:40 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
22:4:40 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
22:4:40 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
22:4:40 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
22:4:40 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
22:4:40 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
22:4:40 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
22:4:40 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
22:4:40 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
22:4:40 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
22:4:40 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
22:4:40 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
22:4:40 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
22:4:40 | [PermissionManager] Perm (MenuBansManager) has been registered!
22:4:40 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
22:4:40 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
22:4:40 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
22:4:40 | [PermissionManager] Perm (MenuWebHooks) has been registered!
22:4:40 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
22:4:40 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
22:4:40 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
22:4:40 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
22:4:40 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
22:4:40 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
22:4:40 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
22:4:40 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
22:4:40 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
22:4:40 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
22:4:40 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
22:4:40 | [PermissionManager] Perm (EspToolsMenu) has been registered!
22:4:40 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
22:4:40 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
22:4:40 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
22:4:40 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
22:4:40 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
22:4:40 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
22:4:40 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
22:4:40 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
22:4:40 | [PermissionManager] Adding Super Admin (76561199205606578)
22:4:40 | [PermissionManager] Adding Super Admin (76561199569546626)
22:4:40 | [PermissionManager] Loaded UserGroups.json
22:4:40 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
22:4:40 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
22:4:40 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
22:4:40 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
22:4:40 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
22:4:40 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
22:4:40 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
22:4:40 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
22:4:40 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
22:4:40 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
22:4:40 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
22:4:40 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
22:4:40 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
22:4:40 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
22:4:40 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
22:4:40 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
22:4:40 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
22:4:40 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
22:4:40 | Building Sets Loaded: 1
22:4:40 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
22:4:40 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
22:16:25 | Player "Boogahadeen" (steamId=76561199205606578) connected to server!
22:20:36 | "Boogahadeen" (steamid=76561199205606578) gave godmode to (steamid=76561199205606578)
22:20:37 | "Boogahadeen" (steamid=76561199205606578) gave unlimited ammo to (steamid=76561199205606578)
22:42:39 | "76561199205606578" (steamid=76561199205606578) teleported to (pos=<3733.780029, 401.999084, 6008.759766>)
22:42:39 | "Boogahadeen": (steamid=76561199205606578) teleported to (pos=3733.78,0,6008.76)
22:44:17 | "76561199205606578" (steamid=76561199205606578) teleported to (pos=<6962.069824, 389.592285, 11486.900391>)
22:44:17 | "Boogahadeen": (steamid=76561199205606578) teleported to (pos=6962.07,0,11486.9)
22:53:5 | "76561199205606578" (steamid=76561199205606578) teleported to (pos=<3726.919922, 401.016663, 6022.430176>)
22:53:5 | "Boogahadeen": (steamid=76561199205606578) teleported to (pos=3726.92,0,6022.43)
23:1:57 | Player "Boogahadeen" (steamId=76561199205606578) initiated disconnect process...
23:2:2 | Player "Boogahadeen" (steamId=76561199205606578) disconnected from server.
